  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   117,   P-31866,   2022/11/02 07:52:44,           1-02,       4,         0.914,        -0.837,        -3.161,         1.355,         21331,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667401038.26,         0.187,         0.198,         0.373,         0.136,       143.612,         0.001,        -0.002,         2.255,        77.555,        26.502,         0.991,        72.676,         1.164,        -0.902,       -0.0000,       -0.0000,    0,        41.750,         1,       2,       3,Picarro IAEA,       0,       1
   118,   P-31866,   2022/11/02 08:01:46,           1-02,       5,         0.920,        -0.822,        -2.493,         1.354,         21310,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667401581.89,         0.179,         0.181,         0.343,         0.142,       142.034,         0.001,        -0.002,         2.242,        77.465,        26.383,         0.997,        72.834,         1.164,        -0.842,       -0.0000,        0.0000,    0,        41.750,         1,       2,       3,Picarro IAEA,       0,       1
   119,   P-31866,   2022/11/02 08:10:49,           1-02,       6,         0.928,        -0.808,        -2.223,         1.355,         21303,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667402124.64,         0.198,         0.184,         0.350,         0.148,       142.676,         0.001,        -0.002,         2.257,        77.490,        26.349,         0.993,        72.587,         1.162,        -0.960,       -0.0000,        0.0000,    0,        41.750,         1,       2,       3,Picarro IAEA,       0,       1
   120,   P-31866,   2022/11/02 08:19:52,           1-02,       7,         0.940,        -0.792,        -1.951,         1.358,         21440,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667402667.16,         0.184,         0.178,         0.357,         0.137,       147.282,         0.001,        -0.001,         2.320,        78.063,        26.432,         1.003,        73.255,         1.166,        -0.932,       -0.0000,        0.0000,    0,        41.812,         1,       2,       3,Picarro IAEA,       0,       1
   121,   P-31866,   2022/11/02 08:28:55,           1-02,       8,         0.935,        -0.790,        -1.768,         1.352,         21324,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667403211.11,         0.205,         0.201,         0.327,         0.141,       142.801,         0.001,        -0.001,         2.267,        77.535,        26.535,         0.986,        72.350,         1.165,        -0.948,       -0.0000,        0.0000,    0,        41.750,         1,       2,       3,Picarro IAEA,       0,       1
   122,   P-31866,   2022/11/02 08:37:57,           1-02,       9,         0.949,        -0.775,        -1.635,         1.357,         21327,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667403752.77,         0.187,         0.184,         0.356,         0.138,       148.472,         0.001,         0.000,         2.347,        77.557,        26.470,         0.990,        72.681,         1.165,        -0.959,        0.0000,       -0.0000,    0,        41.812,         1,       2,       3,Picarro IAEA,       0,       1
   123,   P-31866,   2022/11/02 08:47:00,           1-02,      10,         0.955,        -0.748,        -1.495,         1.350,         21364,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667404295.10,         0.192,         0.184,         0.343,         0.143,       144.907,         0.001,        -0.000,         2.317,        77.729,        26.400,         1.003,        72.921,         1.165,        -0.921,        0.0000,       -0.0000,    0,        41.812,         1,       2,       3,Picarro IAEA,       0,       1
   124,   P-31866,   2022/11/02 08:56:02,           1-02,      11,         0.930,        -0.774,        -1.402,         1.338,         21338,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667404837.60,         0.199,         0.205,         0.328,         0.145,       148.118,         0.002,         0.000,         2.343,        77.535,        26.441,         0.999,        73.111,         1.165,        -0.867,        0.0000,        0.0000,    0,        41.875,         1,       2,       3,Picarro IAEA,       0,       1
   125,   P-31866,   2022/11/02 09:05:05,           1-02,      12,         0.944,        -0.787,        -1.376,         1.359,         21337,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667405379.76,         0.207,         0.205,         0.338,         0.145,       151.226,         0.001,        -0.000,         2.396,        77.576,        26.372,         0.998,        73.088,         1.162,        -0.908,        0.0000,       -0.0000,    0,        41.875,         1,       2,       3,Picarro IAEA,       0,       1
   126,   P-31866,   2022/11/02 09:14:08,           1-02,      13,         0.948,        -0.758,        -1.296,         1.348,         21341,       0,    1,       W-52 / NLGQLH_1_2_1 / 208 / 808 /,                             W-52 USGS48,                 H2O, 1667405923.15,         0.200,         0.189,         0.330,         0.145,       148.199,         0.001,         0.001,         2.341,        77.605,        26.546,         0.988,        72.481,         1.167,        -0.975,       -0.0000,        0.0000,    0,        41.875,         1,       2,       3,Picarro IAEA,       0,       1
   127,   P-31867,   2022/11/02 09:23:10,           1-03,       1,       -13.826,       -28.283,      -220.721,         1.226,         21383,      -1,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667406465.60,         0.203,         0.243,         0.736,         0.143,       147.974,         0.003,         0.009,         2.346,        77.662,        27.570,         0.953,        69.677,         1.167,        -0.753,        0.0000,       -0.0000,    0,        41.875,         1,       3,       3,Picarro IAEA,       0,       1
   128,   P-31867,   2022/11/02 09:32:13,           1-03,       2,       -14.360,       -29.257,      -237.278,         1.214,         21386,      -1,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667407007.53,         0.228,         0.237,         0.851,         0.144,       145.753,         0.003,         0.013,         2.319,        77.638,        27.713,         0.953,        69.536,         1.165,        -0.704,        0.0000,        0.0000,    0,        41.938,         1,       3,       3,Picarro IAEA,       0,       1
   129,   P-31867,   2022/11/02 09:41:16,           1-03,       3,       -14.448,       -29.431,      -240.092,         1.219,         21297,      -1,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667407550.56,         0.187,         0.221,         0.770,         0.128,       149.137,         0.003,         0.011,         2.356,        77.265,        27.587,         0.943,        69.144,         1.166,        -0.727,       -0.0000,        0.0000,    0,        41.875,         1,       3,       3,Picarro IAEA,       0,       1
   130,   P-31867,   2022/11/02 09:50:18,           1-03,       4,       -14.464,       -29.482,      -241.195,         1.232,         21387,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667408093.62,         0.213,         0.216,         0.650,         0.155,       149.594,         0.002,         0.009,         2.354,        77.683,        27.557,         0.955,        69.700,         1.167,        -0.734,        0.0000,       -0.0000,    0,        41.875,         1,       3,       3,Picarro IAEA,       0,       1
   131,   P-31867,   2022/11/02 09:59:21,           1-03,       5,       -14.474,       -29.516,      -241.838,         1.239,         21317,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667408636.31,         0.205,         0.215,         0.590,         0.139,       149.519,         0.002,         0.008,         2.374,        77.382,        27.533,         0.949,        69.335,         1.163,        -0.722,       -0.0000,       -0.0000,    0,        41.938,         1,       3,       3,Picarro IAEA,       0,       1
   132,   P-31867,   2022/11/02 10:08:24,           1-03,       6,       -14.524,       -29.546,      -242.168,         1.205,         21445,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667409178.37,         0.193,         0.207,         0.578,         0.131,       146.285,         0.002,         0.008,         2.327,        77.881,        27.688,         0.955,        69.965,         1.166,        -0.713,       -0.0000,       -0.0000,    0,        42.000,         1,       3,       3,Picarro IAEA,       0,       1
   133,   P-31867,   2022/11/02 10:17:27,           1-03,       7,       -14.495,       -29.546,      -242.500,         1.234,         21333,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667409722.47,         0.198,         0.202,         0.518,         0.139,       146.645,         0.002,         0.007,         2.325,        77.454,        27.605,         0.947,        69.177,         1.166,        -0.706,       -0.0000,       -0.0000,    0,        41.938,         1,       3,       3,Picarro IAEA,       0,       1
   134,   P-31867,   2022/11/02 10:26:29,           1-03,       8,       -14.515,       -29.573,      -242.704,         1.229,         21361,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667410264.07,         0.196,         0.207,         0.532,         0.144,       150.497,         0.002,         0.007,         2.381,        77.553,        27.624,         0.954,        69.388,         1.165,        -0.756,       -0.0000,        0.0000,    0,        42.000,         1,       3,       3,Picarro IAEA,       0,       1
   135,   P-31867,   2022/11/02 10:35:32,           1-03,       9,       -14.502,       -29.589,      -242.901,         1.251,         21293,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667410807.03,         0.182,         0.190,         0.536,         0.143,       150.351,         0.002,         0.007,         2.384,        77.323,        27.474,         0.948,        69.058,         1.167,        -0.767,       -0.0000,        0.0000,    0,        42.000,         1,       3,       3,Picarro IAEA,       0,       1
   136,   P-31867,   2022/11/02 10:44:35,           1-03,      10,       -14.521,       -29.597,      -243.066,         1.236,         21365,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667411350.88,         0.196,         0.201,         0.449,         0.134,       148.646,         0.002,         0.005,         2.345,        77.591,        27.638,         0.945,        69.293,         1.168,        -0.815,        0.0000,        0.0000,    0,        42.000,         1,       3,       3,Picarro IAEA,       0,       1
   137,   P-31867,   2022/11/02 10:53:38,           1-03,      11,       -14.506,       -29.596,      -243.181,         1.250,         21348,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667411893.25,         0.193,         0.196,         0.480,         0.137,       150.259,         0.002,         0.006,         2.383,        77.550,        27.626,         0.943,        68.965,         1.167,        -0.809,        0.0000,        0.0000,    0,        41.938,         1,       3,       3,Picarro IAEA,       0,       1
   138,   P-31867,   2022/11/02 11:02:41,           1-03,      12,       -14.520,       -29.604,      -243.288,         1.241,         21268,       0,    1,       W-50 / NLGQLH_1_3_2 / 208 / 808 /,                             W-50 USGS46,                 H2O, 1667412436.05,         0.194,         0.203,         0.429,         0.140,       145.189,         0.002,         0.005,         2.318,        77.174,        27.704,         0.928,        68.467,         1.172,        -0.811,        0.0000,        0.0000,    0,        41.938,         1,       3,       3,Picarro IAEA,       0,       1
   139,   P-31868,   2022/11/02 11:11:43,           1-08,       1,         2.047,         1.360,       -18.300,         1.327,         21358,      -1,    1,    W-81917 / NLGQLH_1_9_0 / 208 / 808 /,                               WICO 04 A,                 H2O, 1667412979.54,         0.175,         0.172,         0.508,         0.126,       146.497,         0.001,        -0.003,         2.328,        77.671,        26.398,         0.997,        72.973,         1.169,        -0.892,        0.0000,        0.0000,    0,        41.875,         1,       8,       4,Picarro IAEA,       0,       1
   140,   P-31868,   2022/11/02 11:20:46,           1-08,       2,         2.664,         2.506,        -1.346,         1.339,         21410,      -1,    1,    W-81917 / NLGQLH_1_9_0 / 208 / 808 /,                               WICO 04 A,                 H2O, 1667413521.53,         0.172,         0.163,         0.563,         0.129,       148.961,         0.000,        -0.008,         2.349,        77.921,        26.469,         0.997,        72.999,         1.171,        -0.945,        0.0000,        0.0000,    0,        41.875,         1,       8,       4,Picarro IAEA,       0,       1
   141,   P-31868,   2022/11/02 11:29:48,           1-08,       3,         2.725,         2.656,         1.499,         1.320,         21290,      -1,    1,    W-81917 / NLGQLH_1_9_0 / 208 / 808 /,                               WICO 04 A,                 H2O, 1667414062.88,         0.168,         0.172,         0.502,         0.132,       146.668,         0.000,        -0.006,         2.338,        77.408,        26.355,         0.991,        72.591,         1.167,        -0.950,       -0.0000,        0.0000,    0,        41.875,         1,       8,       4,Picarro IAEA,       0,       1
   142,   P-31868,   2022/11/02 11:38:50,           1-08,       4,         2.775,         2.723,         2.588,         1.335,         21317,       0,    1,    W-81917 / NLGQLH_1_9_0 / 208 / 808 /,                               WICO 04 A,                 H2O, 1667414605.44,         0.213,         0.189,         0.490,         0.156,       145.706,         0.001,        -0.005,         2.326,        77.536,        26.267,         0.998,        72.978,         1.169,        -0.931,       -0.0000,        0.0000,    0,        41.875,         1,       8,       4,Picarro IAEA,       0,       1
   143,   P-31868,   2022/11/02 11:47:53,           1-08,       5,         2.798,         2.752,         3.177,         1.343,         21352,       0,    1,    W-81917 / NLGQLH_1_9_0 / 208 / 808 /,                               WICO 04 A,                 H2O, 1667415148.20,         0.206,         0.196,         0.407,         0.143,       146.687,         0.001,        -0.004,         2.347,        77.685,        26.393,         0.993,        72.751,         1.173,        -0.919,        0.0000,        0.0000,    0,        41.875,         1,       8,       4,Picarro IAEA,       0,       1
   144,   P-31868,   2022/11/02 11:56:54,           1-08,       6,         2.808,         2.764,         3.577,         1.346,         21371,       0,    1,    W-81917 / NLGQLH_1_9_0 / 208 / 808 /,                               WICO 04 A,                 H2O, 1667415690.10,         0.188,         0.175,         0.367,         0.135,       146.471,         0.001,        -0.002,         2.332,        77.769,        26.306,         0.999,        73.118,         1.172,        -0.911,       -0.0000,        0.0000,    0,        41.812,         1,       8,       4,Picarro IAEA,       0,       1
   145,   P-31869,   2022/11/02 12:05:57,           1-09,       1,        -3.609,        -9.322,       -71.490,         1.329,         21446,      -1,    1,   W-81941 / NLGQLH_1_11_0 / 208 / 808 /,                        Tap Water Sample,                 H2O, 1667416232.37,         0.189,         0.171,         0.334,         0.144,       148.692,         0.001,         0.000,         2.357,        78.051,        27.000,         0.980,        71.574,         1.170,        -0.905,        0.0000,        0.0000,    0,        41.750,         1,       9,       4,Picarro IAEA,       0,       1
   146,   P-31869,   2022/11/02 12:15:00,           1-09,       2,        -3.846,        -9.763,       -76.983,         1.327,         21337,      -1,    1,   W-81941 / NLGQLH_1_11_0 / 208 / 808 /,                        Tap Water Sample,                 H2O, 1667416774.92,         0.193,         0.186,         0.391,         0.139,       150.463,         0.002,         0.003,         2.396,        77.592,        26.805,         0.977,        71.347,         1.172,        -0.940,        0.0000,        0.0000,    0,        41.688,         1,       9,       4,Picarro IAEA,       0,       1
   147,   P-31869,   2022/11/02 12:24:03,           1-09,       3,        -3.871,        -9.820,       -77.768,         1.332,         21420,      -1,    1,   W-81941 / NLGQLH_1_11_0 / 208 / 808 /,                        Tap Water Sample,                 H2O, 1667417318.15,         0.184,         0.194,         0.385,         0.139,       148.456,         0.002,         0.003,         2.360,        77.889,        26.940,         0.977,        71.803,         1.170,        -0.864,       -0.0000,       -0.0000,    0,        41.625,         1,       9,       4,Picarro IAEA,       0,       1
   148,   P-31869,   2022/11/02 12:33:05,           1-09,       4,        -3.902,        -9.854,       -78.063,         1.319,         21271,       0,    1,   W-81941 / NLGQLH_1_11_0 / 208 / 808 /,                        Tap Water Sample,                 H2O, 1667417860.12,         0.198,         0.213,         0.341,         0.147,       150.759,         0.002,         0.002,         2.390,        77.292,        26.697,         0.971,        71.299,         1.173,        -0.961,       -0.0000,        0.0000,    0,        41.625,         1,       9,       4,Picarro IAEA,       0,       1
   149,   P-31869,   2022/11/02 12:42:08,           1-09,       5,        -3.883,        -9.835,       -78.052,         1.328,         21424,       0,    1,   W-81941 / NLGQLH_1_11_0 / 208 / 808 /,                        Tap Water Sample,                 H2O, 1667418403.25,         0.196,         0.199,         0.339,         0.135,       149.474,         0.002,         0.002,         2.372,        77.908,        26.863,         0.983,        72.008,         1.169,        -0.869,        0.0000,        0.0000,    0,        41.562,         1,       9,       4,Picarro IAEA,       0,       1
   150,   P-31869,   2022/11/02 12:51:11,           1-09,       6,        -3.902,        -9.865,       -78.132,         1.325,         21421,       0,    1,   W-81941 / NLGQLH_1_11_0 / 208 / 808 /,                        Tap Water Sample,                 H2O, 1667418945.82,         0.196,         0.196,         0.344,         0.141,       149.476,         0.001,         0.002,         2.387,        77.905,        26.926,         0.978,        71.767,         1.170,        -0.915,        0.0000,        0.0000,    0,        41.562,         1,       9,       4,Picarro IAEA,       0,       1
   151,   P-31870,   2022/11/02 13:00:13,           1-10,       1,        -4.068,       -10.142,       -79.676,         1.306,         21407,      -1,    1,   W-81924 / NLGQLH_1_12_0 / 208 / 808 /,                                 OH-30 B,                 H2O, 1667419488.91,         0.193,         0.187,         0.330,         0.135,       148.087,         0.002,         0.001,         2.345,        77.811,        26.856,         0.986,        72.090,         1.170,        -0.816,       -0.0000,        0.0000,    0,        41.625,         1,      10,       4,Picarro IAEA,       0,       1
   152,   P-31870,   2022/11/02 13:09:16,           1-10,       2,        -4.078,       -10.154,       -79.798,         1.302,         21416,      -1,    1,   W-81924 / NLGQLH_1_12_0 / 208 / 808 /,                                 OH-30 B,                 H2O, 1667420031.61,         0.197,         0.213,         0.387,         0.149,       149.306,         0.002,         0.002,         2.371,        77.873,        26.869,         0.988,        71.956,         1.169,        -0.883,        0.0000,       -0.0000,    0,        41.562,         1,      10,       4,Picarro IAEA,       0,       1
   153,   P-31870,   2022/11/02 13:18:21,           1-10,       3,        -4.028,       -10.143,       -79.853,         1.346,         21399,      -1,    1,   W-81924 / NLGQLH_1_12_0 / 208 / 808 /,                                 OH-30 B,                 H2O, 1667420575.83,         0.192,         0.210,         0.330,         0.139,       148.285,         0.002,         0.002,         2.362,        77.832,        26.947,         0.969,        71.498,         1.170,        -0.972,        0.0000,       -0.0000,    0,        41.688,         1,      10,       4,Picarro IAEA,       0,       1
   154,   P-31870,   2022/11/02 13:27:23,           1-10,       4,        -4.058,       -10.159,       -79.886,         1.325,         21393,       0,    1,   W-81924 / NLGQLH_1_12_0 / 208 / 808 /,                                 OH-30 B,                 H2O, 1667421118.42,         0.210,         0.199,         0.351,         0.143,       149.080,         0.002,         0.002,         2.359,        77.782,        26.930,         0.973,        71.508,         1.169,        -0.931,       -0.0000,       -0.0000,    0,        41.562,         1,      10,       4,Picarro IAEA,       0,       1
   155,   P-31870,   2022/11/02 13:36:26,           1-10,       5,        -4.072,       -10.154,       -79.953,         1.308,         21367,       0,    1,   W-81924 / NLGQLH_1_12_0 / 208 / 808 /,                                 OH-30 B,                 H2O, 1667421661.22,         0.175,         0.184,         0.337,         0.132,       149.582,         0.001,         0.003,         2.385,        77.694,        26.901,         0.977,        71.493,         1.170,        -0.928,        0.0000,        0.0000,    0,        41.375,         1,      10,       4,Picarro IAEA,       0,       1
   156,   P-31870,   2022/11/02 13:45:28,           1-10,       6,        -4.047,       -10.168,       -79.948,         1.341,         21324,       0,    1,   W-81924 / NLGQLH_1_12_0 / 208 / 808 /,                                 OH-30 B,                 H2O, 1667422203.19,         0.202,         0.191,         0.366,         0.143,       150.884,         0.002,         0.002,         2.401,        77.457,        26.859,         0.979,        71.602,         1.172,        -0.847,        0.0000,       -0.0000,    0,        41.250,         1,      10,       4,Picarro IAEA,       0,       1
   157,   P-31871,   2022/11/02 13:54:31,           1-11,       1,        -3.842,        -9.737,       -79.500,         1.317,         21340,      -1,    1,   W-81925 / NLGQLH_1_14_0 / 208 / 808 /,                               WICO 01 B,                 H2O, 1667422746.61,         0.209,         0.209,         0.329,         0.138,       149.973,         0.002,         0.002,         2.391,        77.531,        26.754,         0.986,        71.873,         1.171,        -0.867,        0.0000,        0.0000,    0,        41.250,         1,      11,       4,Picarro IAEA,       0,       1
   158,   P-31871,   2022/11/02 14:03:34,           1-11,       2,        -3.829,        -9.709,       -79.476,         1.315,         21405,      -1,    1,   W-81925 / NLGQLH_1_14_0 / 208 / 808 /,                               WICO 01 B,                 H2O, 1667423289.25,         0.177,         0.176,         0.369,         0.130,       151.314,         0.001,         0.001,         2.392,        77.817,        26.871,         0.984,        71.863,         1.170,        -0.910,       -0.0000,        0.0000,    0,        41.188,         1,      11,       4,Picarro IAEA,       0,       1
   159,   P-31871,   2022/11/02 14:12:37,           1-11,       3,        -3.822,        -9.689,       -79.451,         1.312,         21362,      -1,    1,   W-81925 / NLGQLH_1_14_0 / 208 / 808 /,                               WICO 01 B,                 H2O, 1667423832.67,         0.202,         0.183,         0.361,         0.143,       147.429,         0.002,         0.002,         2.351,        77.650,        26.730,         0.990,        71.904,         1.171,        -0.839,        0.0000,        0.0000,    0,        41.125,         1,      11,       4,Picarro IAEA,       0,       1
   160,   P-31871,   2022/11/02 14:21:39,           1-11,       4,        -3.836,        -9.712,       -79.623,         1.309,         21280,       0,    1,   W-81925 / NLGQLH_1_14_0 / 208 / 808 /,                               WICO 01 B,                 H2O, 1667424373.97,         0.209,         0.206,         0.348,         0.144,       148.571,         0.002,         0.001,         2.372,        77.327,        26.680,         0.975,        71.406,         1.172,        -0.883,       -0.0000,        0.0000,    0,        41.062,         1,      11,       4,Picarro IAEA,       0,       1
   161,   P-31871,   2022/11/02 14:30:42,           1-11,       5,        -3.808,        -9.686,       -79.315,         1.324,         21463,       0,    1,   W-81925 / NLGQLH_1_14_0 / 208 / 808 /,                               WICO 01 B,                 H2O, 1667424916.86,         0.197,         0.187,         0.356,         0.142,       152.004,         0.002,         0.002,         2.413,        78.098,        26.958,         0.982,        71.681,         1.174,        -0.897,        0.0000,        0.0000,    0,        41.000,         1,      11,       4,Picarro IAEA,       0,       1
   162,   P-31871,   2022/11/02 14:39:44,           1-11,       6,        -3.837,        -9.719,       -79.499,         1.312,         21322,       0,    1,   W-81925 / NLGQLH_1_14_0 / 208 / 808 /,                               WICO 01 B,                 H2O, 1667425459.51,         0.201,         0.205,         0.356,         0.135,       147.636,         0.002,         0.002,         2.354,        77.442,        26.809,         0.980,        71.641,         1.170,        -0.821,       -0.0000,       -0.0000,    0,        41.000,         1,      11,       4,Picarro IAEA,       0,       1
   163,   P-31872,   2022/11/02 14:48:47,           1-12,       1,        -9.850,       -20.894,      -164.944,         1.250,         21371,      -1,    1,   W-81927 / NLGQLH_1_15_0 / 208 / 808 /,                               WICO 03 B,                 H2O, 1667426002.78,         0.198,         0.194,         0.448,         0.134,       147.111,         0.002,         0.005,         2.331,        77.653,        27.243,         0.964,        70.251,         1.168,        -0.870,        0.0000,        0.0000,    0,        40.938,         1,      12,       4,Picarro IAEA,       0,       1
   164,   P-31872,   2022/11/02 14:57:49,           1-12,       2,       -10.051,       -21.311,      -171.491,         1.272,         21373,      -1,    1,   W-81927 / NLGQLH_1_15_0 / 208 / 808 /,                               WICO 03 B,                 H2O, 1667426545.04,         0.190,         0.227,         0.465,         0.130,       148.428,         0.002,         0.006,         2.357,        77.639,        27.192,         0.967,        70.605,         1.169,        -0.828,        0.0000,       -0.0000,    0,        41.000,         1,      12,       4,Picarro IAEA,       0,       1
   165,   P-31872,   2022/11/02 15:06:52,           1-12,       3,       -10.132,       -21.400,      -172.539,         1.238,         21389,      -1,    1,   W-81927 / NLGQLH_1_15_0 / 208 / 808 /,                               WICO 03 B,                 H2O, 1667427087.31,         0.184,         0.195,         0.512,         0.138,       149.427,         0.002,         0.006,         2.382,        77.623,        27.387,         0.970,        70.399,         1.164,        -0.753,        0.0000,       -0.0000,    0,        41.062,         1,      12,       4,Picarro IAEA,       0,       1
   166,   P-31872,   2022/11/02 15:15:54,           1-12,       4,       -10.108,       -21.402,      -173.040,         1.263,         21368,       0,    1,   W-81927 / NLGQLH_1_15_0 / 208 / 808 /,                               WICO 03 B,                 H2O, 1667427629.52,         0.188,         0.200,         0.459,         0.136,       148.824,         0.002,         0.006,         2.376,        77.557,        27.310,         0.963,        70.521,         1.164,        -0.793,       -0.0000,       -0.0000,    0,        41.188,         1,      12,       4,Picarro IAEA,       0,       1
   167,   P-31872,   2022/11/02 15:24:57,           1-12,       5,       -10.118,       -21.416,      -173.252,         1.261,         21377,       0,    1,   W-81927 / NLGQLH_1_15_0 / 208 / 808 /,                               WICO 03 B,                 H2O, 1667428172.86,         0.186,         0.197,         0.480,         0.133,       148.463,         0.002,         0.006,         2.358,        77.620,        27.381,         0.956,        70.196,         1.162,        -0.818,        0.0000,        0.0000,    0,        41.250,         1,      12,       4,Picarro IAEA,       0,       1
   168,   P-31872,   2022/11/02 15:34:00,           1-12,       6,       -10.147,       -21.438,      -173.417,         1.244,         21354,       0,    1,   W-81927 / NLGQLH_1_15_0 / 208 / 808 /,                               WICO 03 B,                 H2O, 1667428714.63,         0.209,         0.206,         0.399,         0.145,       147.256,         0.002,         0.004,         2.348,        77.473,        27.302,         0.968,        70.413,         1.164,        -0.765,       -0.0000,        0.0000,    0,        41.312,         1,      12,       4,Picarro IAEA,       0,       1
   169,   P-31873,   2022/11/02 15:43:03,           1-13,       1,         0.437,        -1.714,       -24.961,         1.343,         21414,      -1,    1,     W-100 / NLGQLH_1_16_0 / 208 / 808 /,                          USGS45 Control,                 H2O, 1667429258.61,         0.185,         0.174,         0.363,         0.143,       149.268,         0.001,        -0.000,         2.375,        77.856,        26.554,         0.997,        72.916,         1.160,        -0.906,       -0.0000,       -0.0000,    0,        41.250,         1,      13,       4,Picarro IAEA,       0,       1
   170,   P-31873,   2022/11/02 15:52:06,           1-13,       2,         0.816,        -0.983,       -13.763,         1.335,         21378,      -1,    1,     W-100 / NLGQLH_1_16_0 / 208 / 808 /,                          USGS45 Control,                 H2O, 1667429801.34,         0.178,         0.177,         0.396,         0.127,       151.186,         0.001,        -0.003,         2.398,        77.707,        26.527,         1.000,        72.764,         1.164,        -0.944,       -0.0000,        0.0000,    0,        41.250,         1,      13,       4,Picarro IAEA,       0,       1
   171,   P-31873,   2022/11/02 16:01:09,           1-13,       3,         0.853,        -0.891,       -11.848,         1.323,         21376,      -1,    1,     W-100 / NLGQLH_1_16_0 / 208 / 808 /,                          USGS45 Control,                 H2O, 1667430344.12,         0.183,         0.185,         0.364,         0.135,       149.181,         0.001,        -0.002,         2.361,        77.647,        26.625,         0.991,        72.633,         1.159,        -0.883,        0.0000,        0.0000,    0,        41.250,         1,      13,       4,Picarro IAEA,       0,       1
   172,   P-31873,   2022/11/02 16:10:11,           1-13,       4,         0.887,        -0.831,       -11.124,         1.326,         21374,       0,    1,     W-100 / NLGQLH_1_16_0 / 208 / 808 /,                          USGS45 Control,                 H2O, 1667430886.09,         0.178,         0.180,         0.333,         0.132,       147.932,         0.001,        -0.002,         2.366,        77.649,        26.480,         1.005,        73.040,         1.160,        -0.866,       -0.0000,        0.0000,    0,        41.250,         1,      13,       4,Picarro IAEA,       0,       1
   173,   P-31873,   2022/11/02 16:19:14,           1-13,       5,         0.890,        -0.832,       -10.720,         1.330,         21351,       0,    1,     W-100 / NLGQLH_1_16_0 / 208 / 808 /,                          USGS45 Control,                 H2O, 1667431429.28,         0.205,         0.195,         0.371,         0.153,       147.039,         0.001,        -0.001,         2.339,        77.537,        26.443,         1.003,        72.975,         1.159,        -0.841,        0.0000,        0.0000,    0,        41.250,         1,      13,       4,Picarro IAEA,       0,       1
   174,   P-31873,   2022/11/02 16:28:16,           1-13,       6,         0.908,        -0.799,       -10.514,         1.330,         21372,       0,    1,     W-100 / NLGQLH_1_16_0 / 208 / 808 /,                          USGS45 Control,                 H2O, 1667431970.51,         0.174,         0.172,         0.319,         0.130,       151.490,         0.001,        -0.000,         2.403,        77.639,        26.531,         0.997,        72.828,         1.160,        -0.901,        0.0000,        0.0000,    0,        41.250,         1,      13,       4,Picarro IAEA,       0,       1
